word,pos_tag,level
cops,NNS,1
copy,NN,1
copy,VB,2
copyright,JJ,3
copyright,NN,3
coral,JJ,4
coral,NNP,4
coral,VB,4
cord,NN,3.61696450512111
core,NN,4
core,JJ,4
coriander,NNP,6
coriander,JJ,6
cork,NNP,5.06894645584071
corkscrew,NN,6
corkscrew,VB,6
corkscrew,JJ,6
corn,NN,1
corn,JJ,1
corner,NN,1
corner,JJ,1
corner,VB,1
cornerstone,NNP,4
cornerstone,JJ,4
cornmeal,NN,6
cornmeal,JJ,6
corporate,NN,4
corporate,JJ,4
corporation,NN,4
corporation,JJ,4
corpse,NN,2.48628515462924
correct,VB,4
correct,JJ,1
correction,NN,3
correctly,RB,2
correctly,NN,2
correctly,JJ,2
correctly,VB,2
correlation,NN,2.74659001884107
correlation,JJ,6
correlation,VB,6
correspond,NN,4
correspond,VB,4
correspond,JJ,4
correspondence,NN,4
correspondent,NN,4
corridor,NN,4
corroborate,VB,6
corroborate,NNP,6
corrupt,NN,4
corrupt,JJ,4
corruption,NN,4
corsage,NN,6
cosmetic,JJ,6
cosmetic,NN,6
cosmetics,NNS,5.9091017071778
cosmic,JJ,4.64491877088895
cost,JJ,2
cost,VB,2
cost,NN,2
costa,NNP,2
costa,JJ,2
costs,NNS,2
costs,VB,2
costume,NN,4
costume,JJ,4
cottage,NN,4
cotton,NN,3
cotton,JJ,3
couch,NN,1
cough,NN,4
cough,VB,3
could,VB,1
could,MD,1
council,NN,3
councillor,NN,3
counsel,NN,1.96142618946409
counselor,NN,1.96142618946409
counselor,JJ,1.96142618946409
counselor,VB,1.96142618946409
count,NN,3
count,VB,2
count,JJ,2.5
counter,JJ,3.5
counter,RB,3.5
counter,NN,4
counter,VB,3
counterpart,NN,5.02063227302148
countless,JJ,3
countries,NNS,2
country,NN,2
country,JJ,2
countryside,NN,2
county,NN,3
county,JJ,3
coup,NN,5.32421386000753
couple,JJ,2
couple,NN,2
coupon,NN,4.98382536633418
coupon,JJ,6
courage,NN,3
courageous,NN,3
courageous,JJ,3
courageously,RB,6
courier,NNP,5.85377655794134
courier,JJ,6
courier,VB,6
course,NN,1
course,JJ,1
courses,NNS,1
court,JJ,2
court,NN,2
court,VB,2
courteous,JJ,2
courteous,NN,2
courtesy,NN,4
courtesy,VB,4
courtesy,JJ,4
courtesy,RB,4
courtyard,NN,5.36272032046345
cousin,NNP,1
cove,NN,5.62195723467311
cove,JJ,6
cove,VB,6
covenant,NN,3.92804448154361
covenant,JJ,6
covenant,VB,6
cover,NN,1
cover,VB,2
coverage,NN,2.43542096916532
covered,JJ,1.5
covered,VBN,1.5
covers,VB,1.5
covers,NNS,1.5
cow,NNP,1
cowardly,JJ,4
cowardly,NN,4
cowardly,RB,4
cowboy,NNP,5.97756266755152
coworker,NNP,6
coyote,NN,6
coyote,JJ,6
coyote,VB,6
cpu,JJ,6
cpu,NN,6
crab,NN,4
crab,JJ,4
crab,VB,4
crack,VB,4
crack,JJ,4
crack,NN,4
cracker,NN,4
cracker,JJ,4
cradle,NN,5.85825507221624
craft,NN,3
craft,VB,3
crafts,NNS,3
crafts,VB,3
crafts,JJ,3
cramp,NN,6
cramp,VB,6
cramp,JJ,6
cramped,VBN,6
cramped,NN,6
cramped,JJ,6
crane,NN,4.24844324441684
crane,VB,6
crankshaft,NN,6
crankshaft,JJ,6
crankshaft,VB,6
crash,NN,3
crash,JJ,3
crash,VB,3
crate,NN,6
crate,VB,6
crate,JJ,6
crater,NN,4
crater,VB,4
crater,JJ,4
crave,NNP,6
crave,VB,6
crave,JJ,6
crawl,NN,4
crawl,VB,4
crayon,NN,6
crayon,VB,6
crayon,JJ,6
crazy,NN,2
crazy,JJ,2
cream,NN,1
cream,JJ,2
create,VB,2
created,VBN,2
created,JJ,2
creating,NN,2
creating,VBG,2
creation,NN,4
creative,JJ,2
creative,NN,2
creativity,NN,2
creator,NN,3
creature,NN,2
credential,NN,6
credential,JJ,6
credential,VB,6
credibility,NN,4.62481246903807
credible,JJ,5.44366455109107
credit,NN,2
credit,VB,2
credit,JJ,2
credits,NNS,2
credits,VB,2
creek,NNP,4
creep,NN,5.90041985015625
creep,VB,5.73430533917212
creepy,NN,4
creepy,JJ,4
crescent,NNP,5.60310138582552
crescent,JJ,6
crescent,VB,6
crestfallen,NNP,6
crestfallen,VB,6
crestfallen,JJ,6
crestfallen,RB,6
crevice,NN,6
crevice,VB,6
crew,NN,4
crib,NN,6
cricket,NN,2
cricket,JJ,2
cricket,VB,2
crime,NN,2
crime,JJ,2
criminal,JJ,4
criminal,NN,3
cripple,NNP,4
cripple,VB,4
crisis,NN,3
crisp,NNP,2
crisp,JJ,2
crispy,NNP,6
crispy,VB,6
crispy,JJ,6
criteria,NN,3.53485294849905
criterion,NN,3.57532531643269
criterion,VB,6
criterion,JJ,6
critic,NN,3
critical,JJ,3
critical,NN,3
criticism,NN,4
criticize,VB,2
criticize,NN,2
critique,NN,4.2478577517474
critique,JJ,6
critique,VB,6
crochet,NN,6
crochet,JJ,6
crochet,VB,6
crocodile,NN,4
crocodile,JJ,4
crocodile,VB,4
cronyism,NN,6
crooked,JJ,5.93120980742839
crop,NN,3
crop,JJ,3
crop,VB,3
cross,JJ,2
cross,VB,2
cross,NN,2
crossing,NN,3
crossing,VBG,3
crosswalk,NN,6
crow,NN,3
crow,JJ,3
crow,VB,3
crowbar,NNP,6
crowbar,JJ,6
crowbar,VB,6
crowd,NN,2
crowd,VB,2
crowded,VB,2
crowded,JJ,2
crown,NN,2
crucial,JJ,4
crude,JJ,3.96301825202637
crude,NN,4.08373095683217
cruel,JJ,3
cruelty,NN,4
cruise,NN,2
cruise,VB,4
crumb,NN,6
crumb,JJ,6
crumb,VB,6
crumble,VB,6
crunchy,JJ,6
crunchy,NN,6
crush,VB,3
crush,NN,3
crust,NN,4.92167695095684
crust,VB,6
crust,JJ,6
crutch,NN,6
crutch,JJ,6
crutch,VB,6
crutches,NNS,6
crutches,VB,6
crux,NN,6
crux,JJ,6
cry,VB,2
cry,NN,1
crystal,JJ,4.83963458692366
crystal,NNP,3.28466625493793
crystallization,NN,2.92873264936514
crystallization,VB,2.92873264936514
crystallization,JJ,2.92873264936514
cuban,JJ,5.17042209238479
cuban,NNP,6
cube,NN,4
cube,JJ,4
cube,VB,4
cubic,JJ,3.43776254280768
cubicle,NN,3.43776254280768
cubs,NNS,6
cucumber,NNP,3
cucumber,JJ,3
cucumber,VB,3
cuddle,NN,6
cuddle,VB,6
cuff,NN,4
cuff,JJ,4
cuff,VB,4
cuisine,NN,6
cuisine,JJ,6
cuisine,VB,6
culminate,VB,6
culminate,NN,6
cult,NN,4.58718470237188
cultural,NN,3
cultural,JJ,3
culture,NN,1
cumin,NN,6
cumin,VB,6
cumulative,JJ,3.70173982938536
cunning,JJ,5.86546457820612
cunningly,RB,6
cup,NN,1
cup,VB,1
cupboard,NN,2
cupboard,JJ,2
cupboard,VB,2
curb,VB,6
curb,NN,5.7922929364801
curdle,NNP,6
curdle,VB,6
cure,NN,3
cure,JJ,3.5
cure,VB,4
curfew,NN,6
curfew,JJ,6
curfew,VB,6
curiosity,NN,3
curious,JJ,3
curl,NN,4
curl,VB,4
curl,JJ,4
currency,NN,3
currency,JJ,3
current,NN,3
current,JJ,3
currently,NN,3
currently,RB,3
curriculum,NN,3
curriculum,JJ,3
curriculum,VB,3
curry,NNP,2
curry,VB,2
curry,JJ,2
curse,NN,2
curse,VB,2
cursor,NN,4
cursor,VB,4
cursor,JJ,4
cursory,NN,6
cursory,JJ,6
curtain,NN,3
curve,NN,3
curved,NN,3
curved,JJ,3
curved,VB,3
cushion,NN,3
cushion,VB,3
custody,NN,3.55160798739449
custom,NN,2
custom,JJ,2
customer,NN,2
customer,JJ,2
customers,NNS,2
customs,NNS,3
cut,JJ,2
cut,VB,1
cut,NN,3
cute,JJ,1
cutlery,NN,6
cutter,NN,2
cutter,RB,2
cutter,JJ,2
cutter,VB,2
cycle,NN,3
cycle,VB,3
cycling,NN,2
cycling,VB,2
cyclist,NN,4
cylinder,JJ,5.63114399025014
cylinder,NN,3.45696409502572
cylinder,VB,6
cylinder,RB,6
cymbal,NNP,6
cymbal,JJ,6
cynical,JJ,6
czech,NNP,5.38140814306944
czech,JJ,6
czech,RB,6
dad,NN,1
daddy,NNP,1
daddy,JJ,1
dagger,NNP,6
dagger,JJ,6
daily,RB,2
daily,NN,2
daily,JJ,2
dairy,NN,3.08768074478031
daisy,NNP,3
daisy,JJ,3
dale,NNP,4.69688104279652
dam,NN,2
dam,JJ,2
damage,VB,3
damage,NN,3
dame,JJ,2
dame,NNP,2
dame,VB,2
damned,RB,4
damned,VB,4
damned,JJ,4
damp,JJ,3
damp,VB,3
damp,NNP,3
dan,NNP,3.75582148032573
dance,NN,1
dance,VB,1
dancer,NN,2
danger,NN,2
dangerous,JJ,2
dangle,NN,6
dangle,JJ,6
dangle,VB,6
danish,NNP,3.75582148032573
danish,VB,3.75582148032573
danish,JJ,3.75582148032573
dare,NNP,3
dare,VB,3
daring,VBG,3
daring,JJ,3
dark,JJ,1
dark,NN,1
dark,RB,1
darkness,NN,3
darling,NNP,4
darling,JJ,4
darts,NNS,6
darts,JJ,6
darts,VB,6
dash,NN,4
dash,VB,4
dashboard,NN,6
dashboard,JJ,6
dashboard,VB,6
data,NNS,4
data,JJ,4
database,NN,4
date,NN,1
date,VB,3
date,JJ,2
dates,VB,2
dates,NNS,2
dating,VBG,3
dating,NN,3
daughter,NN,1
dawn,NNP,4
dawn,VB,4
day,CD,1
day,NN,1
day,JJ,1
daybreak,NN,6
daybreak,JJ,6
daybreak,VB,6
daylight,NN,2
days,NNS,1
days,JJ,1
dazzle,VB,3
dazzle,NN,3
dazzle,JJ,3
dazzling,VBG,3
dazzling,JJ,3
dead,NN,2
dead,JJ,2
dead,RB,2
dead,RP,2
dead,VB,2
deadline,NN,3
deaf,JJ,3
deal,VB,3
deal,NN,2
dealer,NN,3
dealer,JJ,3
dealers,NNS,3
deals,VB,2.5
deals,NNS,2.5
dealt,VB,2.5
dean,NNP,3.09486238059326
dear,NNP,4
dear,JJ,1
dear,RB,2.5
death,NN,2
death,JJ,2
debate,NN,2
debate,VB,2
debrief,NN,3
debrief,VB,3
debris,NN,3
debt,JJ,3
debt,NN,3
debug,NN,2
debug,VB,2
debugger,NN,2
debut,NN,2
debut,VB,2
decade,NN,4
decade,JJ,4
decathlon,NN,6
decay,NNP,4
decay,VB,4
deceased,VBN,6
deceased,JJ,6
deceive,NN,4
deceive,VB,4
deceive,JJ,4
december,NNP,1
decent,JJ,4
decibel,NN,6
decibel,VB,6
decibel,DT,6
decibel,JJ,6
decide,VB,2
decided,VBN,2
decimal,JJ,6
decimal,NN,6
decimal,VB,6
decision,NN,3
decision,JJ,3
decisions,NNS,3
decisive,JJ,4
deck,NN,4
deck,JJ,4
declaration,NN,3
declare,VB,3
decline,NN,3
decline,VB,4
decode,NN,3
decode,JJ,3
decode,VB,3
decode,IN,3
decompose,VB,6
decompose,NN,6
decorate,VB,4
decorate,NN,4
decorate,JJ,4
decorate,RB,4
decoration,NN,4
decoration,JJ,4
decoration,VB,4
decorative,NN,4
decorative,JJ,4
decorative,VB,4
decoy,NN,6
decoy,VB,6
decoy,JJ,6
decrease,NN,3
decrease,VB,3
decree,VB,6
decree,JJ,6
decree,NN,3.06708962132105
decree,RB,6
decrypt,NN,6
decrypt,VB,6
dedicate,VB,3
dedicate,NN,3
dedicate,RB,3
dedicate,JJ,3
dedicated,VBN,3
dedicated,JJ,3
dedication,NN,4
deduce,NN,4
deduce,VB,4
deductible,JJ,4.58000599146174
deduction,NN,4
deed,JJ,3
deed,NN,3
deed,VB,3
deep,NN,3
deep,JJ,4
deep,RB,2
deeply,RB,2
deer,NN,4
default,NN,2
default,VB,2
defeat,NN,4
defeat,VB,3
defence,VB,3
defence,NN,3
defence,JJ,3
defence,RB,3
defend,VB,3
defendant,NN,1.54729102902923
defender,NN,3
defense,NN,3
defense,JJ,3
defensive,JJ,3
defensive,NN,3
deficient,NN,6
deficient,JJ,4.8100450721977
deficient,VB,6
deficient,RB,6
deficit,JJ,4
deficit,NN,4
define,VB,3
defined,JJ,3
defined,VBN,3
definite,JJ,3
definitely,RB,3
definition,NN,3
definition,JJ,3
definitive,JJ,4.81640842764787
deforestation,NN,4
deforestation,JJ,4
deforestation,VB,4
defy,NN,4
defy,VB,4
defy,JJ,4
defy,RB,4
defy,RP,4
degrade,NN,6
degrade,VB,6
degrade,JJ,6
degree,JJ,2
degree,NN,2
degrees,CD,2
degrees,NNS,2
dehydrated,NN,6
dehydrated,JJ,6
dehydrated,VBN,6
dehydration,NN,6
dehydration,JJ,6
deity,NN,5.26147154432323
deity,VB,6
del,NNP,3.98470615320723
del,DT,6
delay,NN,2
delay,VB,3
delegate,NN,4
delegate,VB,4
delegation,NN,1
delete,JJ,3
delete,NN,3
delete,VB,3
delete,RP,3
delete,IN,3
delete,RB,3
deliberate,JJ,4
deliberate,VB,4
deliberately,RB,4
delicacy,NN,4
delicacy,JJ,4
delicacy,VB,4
delicate,JJ,3
delicious,JJ,1
delicious,NN,1
delight,NN,3
delight,VB,4
delightful,NN,3
delightful,JJ,3
delightful,VB,3
delineate,VB,4.73419195581936
delineate,NN,4.73419195581936
deliver,VB,3
deliverable,JJ,3
deliverable,NN,3
deliverable,VB,3
deliverable,RB,3
delivered,JJ,3
delivered,VBN,3
delivery,NN,3
delta,NN,3.74049384959837
delta,JJ,6
deluxe,NN,6
deluxe,JJ,6
deluxe,VB,6
demand,JJ,3
demand,VB,3
demand,NN,3
dementia,NN,5.54435190995503
dementia,JJ,6
demo,NNP,6
demo,JJ,6
demo,VB,6
democracy,NN,3
democracy,JJ,3
demographic,JJ,4.51913679512041
demographic,NN,6
demolish,VB,4
demolish,JJ,4
demolish,NN,4
demolition,NN,6
demolition,JJ,6
demon,NNP,5.07752102433542
demonstrate,VB,3
demonstration,NN,3
demotion,NN,6
demotion,VB,6
denial,NN,3.59984107260948
denied,VBN,3
denim,NNP,4
denim,JJ,4
denim,VB,4
denote,NN,1
denote,VB,1
denounce,NN,6
denounce,VB,6
denounce,RB,6
dense,JJ,4
density,NN,1.98507626436553
density,JJ,6
density,VB,6
dent,NN,5.26660267534768
dent,VB,6
dent,JJ,6
dental,NN,4
dental,JJ,4
dentist,NN,2
deny,VB,3
depart,VB,3
depart,NN,3
depart,RB,3
depart,JJ,3
depart,RP,3
department,NN,3
department,JJ,3
departments,NNS,3
departure,NN,3
depend,VB,2
dependable,NN,4
dependable,JJ,4
dependable,VB,4
dependent,JJ,3
depict,VB,5.07700565367715
depict,NN,5.07700565367715
depict,RP,5.07700565367715
depict,RB,5.07700565367715
deploy,NN,6
deploy,VB,6
deploy,RB,6
deploy,JJ,6
deployment,NN,4.87936179132584
deployment,VB,6
deployment,JJ,6
deposit,NN,3
deposit,VB,4
depot,NN,3
depression,NN,3
depression,JJ,3
deprive,VB,3
deprive,JJ,3
depth,JJ,3
depth,NN,3
deputy,JJ,4
deputy,NN,4
der,JJ,6
der,NNP,4.06580986274201
der,IN,6
der,RP,6
der,VB,6
der,RB,6
derby,NNP,5.58303641668041
derive,VB,3
derive,JJ,3
derive,NN,3
derive,RB,3
derive,RP,3
des,NNP,1.35908818455994
descend,VB,4
descend,NN,4
descendant,NN,4
descendant,VB,4
descendant,JJ,4
descent,NN,4.11663834894019
describe,VB,1
described,VBN,1
description,NN,2
description,JJ,2
desert,NN,2
desert,JJ,2
desert,VB,2
desertification,NN,2
deserve,VB,3
design,JJ,2
design,NN,1
design,VB,3
designate,JJ,2
designate,VB,2
designate,NN,2
designated,VBN,2
designation,NN,2
designation,VB,2
designed,JJ,2
designed,VBN,2
designer,NN,3
designer,JJ,4
designs,VB,2
designs,NNS,2
desirable,JJ,4
desire,NN,3
desire,VB,4
desk,JJ,1
desk,NN,1
desktop,JJ,4
desktop,NN,4
desolate,JJ,5.30989047101271
despair,NN,3
desperate,JJ,3
desperately,RB,4
despicable,JJ,6
despicable,NN,6
despise,NN,4
despise,VB,4
despise,JJ,4
despise,RB,4
despite,IN,3
despondent,JJ,6
despondent,VB,6
despondent,NN,6
dessert,NN,2
destination,NN,3
destiny,NN,4
destroy,VB,2
destruction,NN,3
destructive,JJ,3
detail,NN,2
detailed,JJ,4
detailed,VBN,4
details,NNS,2
detain,NN,6
detain,VB,6
detain,IN,6
detain,RB,6
detect,VB,4
detection,NN,2.96100464912034
detection,JJ,6
detection,VB,6
detective,NN,3
detector,NN,4
detector,VB,4
detector,JJ,4
detention,NN,3
detention,VB,3
detention,JJ,3
deter,VB,5.62949420218065
detergent,NN,6
deteriorate,VB,6
determination,NN,3
determination,JJ,3
determine,VB,3
determined,JJ,4
determined,VB,4
detour,NN,2.5
detour,JJ,2.5
detour,VB,2.5
dev,NN,5.60877166793262
dev,VB,6
dev,IN,6
dev,JJ,6
devastate,VB,3
devel,NNP,6
devel,JJ,6
devel,VB,6
develop,VB,2
developed,VBN,2
developed,JJ,2
developer,NN,2
developers,NNS,2
developing,JJ,4
developing,VBG,4
development,NN,3
development,JJ,3
developmental,JJ,3
developmental,NN,3
developmental,VB,3
device,NN,3
devices,NNS,3
devil,NNP,4
devise,VB,4.71140694274002
devote,VB,4
devoted,VBN,4
devoted,JJ,4
devotion,NN,3
dew,JJ,6
dew,NNP,5.85054247863325
diabetes,NN,3.87608146960869
diabetes,VB,6
diagnose,NN,6
diagnose,VB,6
diagnose,JJ,6
diagnosis,NN,2.49593779828013
diagnostic,NN,5.84243411360619
diagnostic,JJ,3.74558197252746
diagonal,NN,6
diagonal,JJ,6
diagonal,VB,6
diagram,NNP,3
diagram,VB,3
diagram,JJ,3
dial,NN,3
dial,VB,3
dialogue,NN,3
diameter,NN,3
diameter,VB,3
diameter,RB,3
diameter,JJ,3
diamond,NNP,2
diaper,NN,3
diaper,VB,3
diaper,JJ,3
diarrhea,NN,4
diarrhea,JJ,4
diarrhea,VB,4
diary,NN,2
diary,JJ,2
diary,VB,2
dice,NN,2
dichotomy,NN,6
dichotomy,JJ,6
dictate,NN,6
dictate,VB,5.71897559023199
dictate,JJ,6
dictate,RB,6
dictatorship,NN,5.58608999520585
dictionary,JJ,1
dictionary,NN,1
dictionary,VB,1
did,VBD,1
die,JJ,2
die,NN,2
die,VB,2
died,VBN,2
diesel,JJ,6
diesel,NNP,4.15041739807069
diet,NN,2
dietary,JJ,2
dietary,NN,2
dietary,VB,2
diff,NN,6
diff,JJ,6
diff,VB,6
differ,VB,3
difference,NN,1
differences,NNS,1
different,JJ,1
differential,JJ,6
differential,NN,2.86903541207911
differential,VB,6
differently,RB,2
difficult,JJ,1
difficulty,NN,2
diffraction,NN,4.61212830853038
diffuse,VB,6
diffuse,NN,5.25880329998638
diffuse,RB,6
diffuse,JJ,6
dig,VB,3
dig,NN,1
digest,NN,4
digest,VB,4
digestion,NN,4
digestion,VB,4
digit,JJ,5.03369102171372
digital,NN,3
digital,JJ,3
dignity,NN,4
dilemma,NN,4
diligent,NN,3
diligent,VB,3
diligent,JJ,3
diligently,RB,6
dill,NNP,6
dim,JJ,4
dimension,NN,4
dimensional,JJ,3.05550380685047
diminish,NN,6
diminish,VB,5.08528156699771
diminish,RP,6
diminish,JJ,6
dine,NN,5.57535318695384
dine,JJ,5.57535318695384
dine,VB,5.57535318695384
diner,NN,5.57535318695384
diner,VB,5.57535318695384
dining,NN,5.57535318695384
dining,VB,5.57535318695384
dinner,NN,1
dinosaur,NN,2
dinosaur,VB,2
dinosaur,JJ,2
dioxide,NN,3
dip,VB,4
dip,NN,4
diploma,NN,4
diploma,VB,4
diploma,JJ,4
diplomacy,NN,4.91123139479981
diplomat,NN,4
diplomatic,JJ,3.69122986964337
direct,JJ,2
direct,NN,2.5
direct,RB,2.5
direct,VB,3
directed,VBN,2.5
directed,NN,2.5
directed,JJ,2.5
direction,NN,2
directions,NNS,2
directive,VB,2.5
directive,NN,2.5
directive,JJ,2.5
directly,RB,3
director,NN,2
directors,NNS,2
directory,NN,2.5
dirt,NN,3
dirty,JJ,1
disability,NN,3
disability,VB,3
disability,JJ,3
disable,VB,3
disable,NN,3
disable,JJ,3
disabled,VB,3
disabled,JJ,3
disabled,NN,3
disadvantage,NN,2
disagree,VB,2
disappear,VB,2
disappearance,NN,4
disappointed,VB,2
disappointed,JJ,2
disappointment,NN,3
disapprove,VB,4
disapprove,NN,4
disapprove,JJ,4
disaster,JJ,3
disaster,NN,3
disc,NN,3
disc,RB,3
disc,VB,3
disc,JJ,3
discard,RB,1
discard,VB,1
discard,NN,1
discard,JJ,1
discern,VB,5.80554285443264
discern,NN,6
discern,JJ,6
discern,RP,6
discern,RB,6
discernible,JJ,5.75913929202205
discharge,NN,4
discharge,VB,4
disciple,NN,4
disciple,JJ,4
disciple,VB,4
disciplinary,NN,6
disciplinary,JJ,4.60305876024335
discipline,NN,4
discipline,VB,4
disclaimer,NN,2.5
disclaimer,VB,2.5
disclose,VB,4.4431012894456
disclosure,NN,3.34815115479447
disco,NNP,2
disco,VB,2
disco,JJ,2
discount,NN,3
discount,VB,3
discount,JJ,3
discourage,VB,3
discourse,JJ,6
discourse,VB,6
discourse,NN,3.241308026703
discover,NN,2
discover,VB,2
discovery,NN,3
discreet,JJ,6
discreet,NN,6
discreet,VB,6
discreetly,RB,6
discreetly,JJ,6
discreetly,NN,6
discreetly,VB,6
discretion,NN,2.95269698106149
discriminate,NN,4
discriminate,VB,4
discriminate,JJ,4
discrimination,NN,3
discrimination,JJ,3
discus,NN,3
discus,JJ,3
discus,VB,3
discuss,VB,1
discussed,VBN,1
discussion,NN,2
discussions,NNS,2
disease,JJ,3
disease,NN,3
diseases,NNS,3
disgrace,NN,4
disgrace,JJ,4
disgrace,VB,4
disgraceful,JJ,6
disgraceful,NN,6
disguise,NN,4
disguise,VB,4
disgust,NN,5.71108289677154
disgust,VB,6
disgust,JJ,6
disgust,RB,6
disgusting,JJ,3
disgusting,NN,3
disgusting,VB,3
dish,NN,1
dish,VB,1
disheartened,VB,1
disheartened,JJ,1
dishonest,NN,2
dishonest,JJ,2
dishonest,RB,2
dishonest,VB,2
dishwasher,NN,3
dishwasher,JJ,3
disinfect,NN,4
disinfect,VB,4
disinfect,JJ,4
disinfectant,NN,4
disinfectant,JJ,4
disk,NN,3
disk,JJ,3
dislike,VB,3
dislike,NN,2
disloyal,NN,6
disloyal,JJ,6
disloyal,VB,6
dismiss,VB,4
dismissal,NN,1
disobedient,JJ,6
disobedient,NN,6
disobedient,VB,6
disorder,NN,4
disorder,VB,4
disorganized,JJ,4
disorganized,NN,4
disorganized,VB,4
disparate,JJ,2.88716323093868
disparate,NN,2.88716323093868
disparate,VB,2.88716323093868
dispatch,NN,4
dispatch,VB,4
dispatch,JJ,4
dispatch,RB,4
disperse,NN,6
disperse,VB,6
disperse,JJ,6
displace,VB,4
displace,NN,4
displace,RB,4
displace,JJ,4
displacement,JJ,6
displacement,NN,3.56860823304257
displacement,VB,6
display,NN,2
display,VB,3
displayed,VBN,2.5
disposal,NN,4
dispose,VB,4.54198215095693
dispute,VB,4
dispute,NN,4
disregard,NN,4
disregard,VB,4
disregard,JJ,4
disregard,RB,4
disrespectful,JJ,3
disrespectful,NN,3
disruption,NN,4.96435178978154
disseminate,VB,6
disseminate,NN,6
disseminate,JJ,6
disseminate,RB,6
dissertation,NN,4.3156201617115
dissertation,VB,6
dissolve,VB,3
distance,NN,3
distance,VB,3
distance,JJ,3
distant,JJ,3
distillation,NN,5.22634030040911
distillation,VB,6
distillation,JJ,6
distinct,JJ,2.19534747227303
distinction,NN,3
distinctive,JJ,2.19534747227303
distinctly,RB,3
distinctly,JJ,3
distinguish,VB,3
distort,NN,4.77061204438879
distort,VB,4.77061204438879
distort,JJ,4.77061204438879
distract,VB,4
distract,RB,4
distract,NN,4
distract,JJ,4
distraction,NN,4
distraction,VB,4
distress,NN,3.75836384273446
distribute,VB,3
distributed,JJ,3
distributed,VBN,3
distribution,NN,3
distribution,JJ,3
district,NN,3
district,JJ,3
disturb,VB,2
ditch,NN,4.95219217067768
ditch,JJ,6
dive,NN,3
dive,VB,3
diverge,NN,6
diverge,VB,6
diverge,JJ,6
diverse,JJ,3
diversely,RB,3
diversify,VB,3
diversity,NN,3.05203593918276
divert,VB,4
divert,NN,4
divert,RB,4
divert,JJ,4
divert,RP,4
divide,VB,2
divide,NN,3
dividend,NN,3.65467370917539
dividend,JJ,6
divine,NNP,3
divine,JJ,3
diving,NN,3
diving,JJ,3
diving,VBG,3
division,NN,4
divorce,NN,4
divorce,VB,4
divorced,JJ,3
divorced,VBN,3
divulge,VB,6
dizziness,NN,6
dizzy,NNP,2
dizzy,JJ,2
dizzy,RB,2
dizzy,VB,2
dj,NNP,3
dj,JJ,3
dj,VB,3
dj,IN,3
dna,NNP,4
do,NN,1
do,VB,1
do,JJ,1
doc,NN,3
docile,JJ,6
docile,NNP,6
docile,VB,6
docile,RB,6
dock,NN,4
doctor,VB,1
doctor,NN,1
doctorate,NN,1
doctorate,JJ,1
doctorate,VB,1
doctrine,NN,2.5143663126861
document,NN,3
document,VB,3
documentary,JJ,3
documentary,NN,3
documentation,NN,3
documentation,JJ,3
documentation,VB,3
documents,VB,3
documents,NNS,3
dodge,NNP,5.1643289647871
dodge,VB,6
does,NN,1
does,VBZ,1
dog,NN,1
dog,JJ,1
dogs,NNS,1
dogs,VB,1
doing,VBG,1
doll,JJ,1
doll,NNP,1
dollar,JJ,1
dollar,NN,1
dollars,NNS,1
dolphin,NNP,3
domain,NN,2.72102629392478
dome,NNP,4.82884704628002
domestic,JJ,4
domestic,NN,4
dominance,NN,4.59825387188889
dominant,JJ,2.95460143149361
dominant,NN,6
dominate,VB,4
domination,NN,4.69343619009523
don,NNP,3.2265785022249
don,VB,5.43007345716615
donate,NN,4
donate,VB,4
donation,NN,4
donation,VB,4
done,VBN,2
done,JJ,2
done,RB,2
dong,NNP,6
dong,JJ,6
dong,VB,6
donkey,NNP,4
donkey,JJ,4
donkey,VB,4
donkey,IN,4
donor,NN,2.98830624606202
donor,JJ,2.98830624606202
donor,VB,2.98830624606202
doodle,NN,6
doodle,JJ,6
doodle,VB,6
doom,NN,4
doom,VB,4
doom,IN,4
door,NN,1
door,JJ,1
door,RB,1
doorbell,NN,6
doorknob,NNP,6
doorstep,NN,6
dope,NN,6
dope,VB,6
dope,JJ,6
dormitory,JJ,4
dormitory,NN,4
dosage,NN,4.55052648813423
dosage,JJ,6
dosage,RB,6
dosage,VB,6
dose,NN,4
dot,NN,3
dot,VB,3
double,JJ,2
double,NN,4
double,VB,4
double,RB,3.33333333333333
doubt,VB,4
doubt,NN,2
doubt,RB,3
dough,NN,5.42514290608041
dove,VB,4
dove,JJ,4
dove,NNP,4
down,NN,2.33333333333333
down,IN,2
down,RP,2.33333333333333
down,RB,1
down,JJ,4
down,VB,2.33333333333333
download,NN,4
download,IN,3
download,VB,2
download,JJ,3
download,RB,3
download,RP,3
downloads,NNS,3
downloads,VB,3
downpour,NN,2
downsizing,VB,4
downsizing,NN,2.33333333333333
downsizing,JJ,4
downstairs,NN,2.5
downstairs,RB,2
downstairs,JJ,3
downtown,NN,2
downtown,RB,2
downtown,JJ,2
downward,JJ,3
downward,RB,3
doze,NN,3
doze,VB,3
dozen,NN,3
dozen,CD,3
dozen,JJ,3
dozen,DT,3
draft,NN,4
draft,VB,4
drag,NN,3
drag,VB,3
dragon,NN,4.81039286428559
dragon,JJ,6
dragon,VB,6
dragonfly,NNP,6
dragonfly,RB,6
drain,NN,4
drain,VB,4
drainage,NN,3.03556664555447
drainage,VB,6
drainage,JJ,6
drama,NN,1
dramatic,JJ,3
dramatically,RB,4
drank,VBN,1
drapery,NNP,4
